Var1,Var2
ACALD,-6.63946764165274
ACALDt,0
ACKr,-27.7285677086074
ACONTa,1.10967047146787
ACONTb,1.10967047146787
ACt2r,-27.7285677086074
ADK1,0
AKGDH,0
AKGt2r,0
ALCD2x,-6.63946764165274
ATPM,8.39
ATPS4r,1.90527983868869
Biomass_Ecoli_core_N(w/GAM)-Nmet2,1.02852022566305
CO2t,1.83765708719218
CS,1.10967047146787
CYTBD,20
D-LACt2,0
ENO,45.727218426528
ETOHt2r,-6.63946764165274
EX_ac(e),27.7285677086074
EX_acald(e),0
EX_akg(e),0
EX_co2(e),-1.83765708719218
EX_etoh(e),6.63946764165274
EX_for(e),39.332393923468
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-25
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),-0.984971997025006
EX_h(e),87.6930773588762
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-5.6083150864955
EX_o2(e),-10
EX_pi(e),-3.78361735414666
EX_pyr(e),0
EX_succ(e),0
FBA,23.976930931533
FBP,0
FORt2,0
FORti,39.332393923468
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,0
GAPD,47.2658846841199
GLCpts,25
GLNS,0.262992621702043
GLNabc,0
GLUDy,-5.34532246479345
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,0.984971997025006
ICDHyr,1.10967047146787
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,20
NADTRHD,0
NH4t,5.6083150864955
O2t,10
PDH,0
PFK,23.976930931533
PFL,39.332393923468
PGI,24.7891533537391
PGK,-47.2658846841199
PGL,0
PGM,-45.727218426528
PIt2r,3.78361735414666
PPC,2.94732755866004
PPCK,0
PPS,0
PTAr,27.7285677086074
PYK,17.2459860187263
PYRt2r,0
RPE,-0.739300338206603
RPI,-0.739300338206603
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,-0.18400226837112
THD2,17.6351106412413
TKT1,-0.18400226837112
TKT2,-0.555298069835482
TPI,23.976930931533
