Var1,Var2
ACALD,0
ACALDt,0
ACKr,-43.4524833496674
ACONTa,1.96175907583877
ACONTb,1.96175907583877
ACt2r,-43.4524833496674
ADK1,0
AKGDH,0
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,34.799910378047
Biomass_Ecoli_core_N(w/GAM)-Nmet2,1.81829555643597
CO2t,-8.48770623683716
CS,1.96175907583877
CYTBD,50
D-LACt2,0
ENO,48.5341031340576
ETOHt2r,0
EX_ac(e),43.4524833496674
EX_acald(e),0
EX_akg(e),0
EX_co2(e),8.48770623683716
EX_etoh(e),0
EX_for(e),52.2288505119169
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-30
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),6.73289838813938
EX_h(e),117.15634272369
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-9.91480201013408
EX_o2(e),-25
EX_pi(e),-6.68896386346102
EX_pyr(e),-15
EX_succ(e),0
FBA,24.2791897741727
FBP,0
FORt2,0
FORti,52.2288505119169
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,11.7364549075213
GAPD,51.2542732864858
GLCpts,30
GLNS,0.464938173780679
GLNabc,0
GLUDy,-9.4498638363534
GLUN,0
GLUSy,0
GLUt2r,0
GND,11.7364549075213
H2Ot,-6.73289838813938
ICDHyr,1.96175907583877
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,50
NADTRHD,0
NH4t,9.91480201013408
O2t,25
PDH,0
PFK,24.2791897741727
PFL,52.2288505119169
PGI,17.8907945034093
PGK,-51.2542732864858
PGL,11.7364549075213
PGM,-48.5341031340576
PIt2r,6.68896386346102
PPC,5.21050774652293
PPCK,0
PPS,0
PTAr,43.4524833496674
PYK,12.3797181641888
PYRt2r,15
RPE,6.5173124257147
RPI,-5.21914248180662
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,3.58685856079404
THD2,7.70376762516422
TKT1,3.58685856079404
TKT2,2.93045386492066
TPI,24.2791897741727
