Var1,Var2
ACALD,-0.523797605472888
ACALDt,0
ACKr,-12.9766314799626
ACONTa,0.461386785519862
ACONTb,0.461386785519862
ACt2r,-12.9766314799626
ADK1,0
AKGDH,0
AKGt2r,0
ALCD2x,-0.523797605472888
ATPM,8.39
ATPS4r,5.0356488754229
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.427645551506036
CO2t,0.764074306875834
CS,0.461386785519862
CYTBD,12
D-LACt2,0
ENO,18.2234320853785
ETOHt2r,-0.523797605472888
EX_ac(e),12.9766314799626
EX_acald(e),0
EX_akg(e),0
EX_co2(e),-0.764074306875834
EX_etoh(e),0.523797605472888
EX_for(e),15.5645458688897
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-10
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),1.82726934304183
EX_h(e),37.1197471120634
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-2.33186566325211
EX_o2(e),-6
EX_pi(e),-1.57317969032524
EX_pyr(e),0
EX_succ(e),0
FBA,9.57462096991695
FBP,0
FORt2,0
FORti,15.5645458688897
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,0
GAPD,18.8631898304315
GLCpts,10
GLNS,0.109348967520093
GLNabc,0
GLUDy,-2.22251669573202
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,-1.82726934304183
ICDHyr,0.461386785519862
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,12
NADTRHD,0
NH4t,2.33186566325211
O2t,6
PDH,0
PFK,9.57462096991695
PFL,15.5645458688897
PGI,9.91233266194126
PGK,-18.8631898304315
PGL,0
PGM,-18.2234320853785
PIt2r,1.57317969032524
PPC,1.2254610923957
PPCK,0
PPS,0
PTAr,12.9766314799626
PYK,6.775980187196
PYRt2r,0
RPE,-0.307391622422538
RPI,-0.307391622422538
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,-0.0765057891644298
THD2,7.33245339067764
TKT1,-0.0765057891644298
TKT2,-0.230885833258109
TPI,9.57462096991695
