Var1,Var2
ACALD,0
ACALDt,0
ACKr,0
ACONTa,2.41793982362175
ACONTb,2.41793982362175
ACt2r,0
ADK1,0
AKGDH,2.16734557380222
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,16.6140084250087
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.232268282342696
CO2t,-8.11570711076539
CS,2.41793982362175
CYTBD,15.694363499098
D-LACt2,0
ENO,4.73256293765142
ETOHt2r,0
EX_ac(e),0
EX_acald(e),0
EX_akg(e),0
EX_co2(e),8.11570711076539
EX_etoh(e),0
EX_for(e),-0
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-3
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),9.80764218666252
EX_h(e),4.65930174379449
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-1.26651248995825
EX_o2(e),-7.847181749549
EX_pi(e),-0.854445330254078
EX_pyr(e),0
EX_succ(e),0
FBA,2.4664378025414
FBP,0
FORt2,0
FORti,0
FRD7,0
FRUpts2,0
FUM,2.16734557380222
FUMt2_2,0
G6PDH2r,0.907574811036944
GAPD,5.08003628803609
GLCpts,3
GLNS,0.0593909997950274
GLNabc,0
GLUDy,-1.20712149016323
GLUN,0
GLUSy,0
GLUt2r,0
GND,0.907574811036944
H2Ot,-9.80764218666252
ICDHyr,2.41793982362175
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,2.16734557380222
ME1,0
ME2,0
NADH16,13.5270179252958
NADTRHD,0
NH4t,1.26651248995825
O2t,7.847181749549
PDH,3.28843489218571
PFK,2.4664378025414
PFL,0
PGI,2.0448101910828
PGK,-5.08003628803609
PGL,0.907574811036944
PGM,-4.73256293765142
PIt2r,0.854445330254078
PPC,0.66558798988123
PPCK,0
PPS,0
PTAr,0
PYK,0.946404482406096
PYRt2r,0
RPE,0.438095432676699
RPI,-0.469479378360245
SUCCt2_2,0
SUCCt3,0
SUCDi,2.16734557380222
SUCOAS,-2.16734557380222
TALA,0.260972141301206
THD2,0
TKT1,0.260972141301206
TKT2,0.177123291375493
TPI,2.4664378025414
