Var1,Var2
ACALD,-9.66835448393726
ACALDt,0
ACKr,-59.1444920504558
ACONTa,1.50401815139937
ACONTb,1.50401815139937
ACt2r,-59.1444920504558
ADK1,0
AKGDH,0
AKGt2r,0
ALCD2x,-9.66835448393726
ATPM,8.39
ATPS4r,-14.1924561652234
Biomass_Ecoli_core_N(w/GAM)-Nmet2,1.39402924404428
CO2t,2.49071205033391
CS,1.50401815139937
CYTBD,18
D-LACt2,0
ENO,54.2087843114669
ETOHt2r,-9.66835448393726
EX_ac(e),59.1444920504558
EX_acald(e),0
EX_akg(e),0
EX_co2(e),-2.49071205033391
EX_etoh(e),9.66835448393726
EX_for(e),75.5414074866216
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-30
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),-32.0043999089551
EX_h(e),132.650126172606
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-7.60136266192465
EX_o2(e),-9
EX_pi(e),-5.12821538006569
EX_pyr(e),-30
EX_succ(e),0
FBA,28.6133591109492
FBP,0
FORt2,0
FORti,75.5414074866216
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,0
GAPD,56.2942520605571
GLCpts,30
GLNS,0.356453277702122
GLNabc,0
GLUDy,-7.24490938422253
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,32.0043999089551
ICDHyr,1.50401815139937
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,18
NADTRHD,0
NH4t,7.60136266192465
O2t,9
PDH,0
PFK,28.6133591109492
PFL,75.5414074866216
PGI,29.7142240049709
PGK,-56.2942520605571
PGL,0
PGM,-54.2087843114669
PIt2r,5.12821538006569
PPC,3.99473020173329
PPCK,0
PPS,0
PTAr,59.1444920504558
PYK,19.4904135291502
PYRt2r,30
RPE,-1.00202822061903
RPI,-1.00202822061903
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,-0.249391831759522
THD2,23.9021648213076
TKT1,-0.249391831759522
TKT2,-0.752636388859507
TPI,28.6133591109492
