Var1,Var2
ACALD,-4.40162649297973
ACALDt,0
ACKr,-10.740108378962
ACONTa,0.344874970994644
ACONTb,0.344874970994644
ACt2r,-10.740108378962
ADK1,0
AKGDH,0
AKGt2r,0
ALCD2x,-4.40162649297973
ATPM,8.39
ATPS4r,-0.208201850693997
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.319654250620673
CO2t,0.571126249583957
CS,0.344874970994644
CYTBD,6
D-LACt2,0
ENO,18.6720603466465
ETOHt2r,-4.40162649297973
EX_ac(e),10.740108378962
EX_acald(e),0
EX_akg(e),0
EX_co2(e),-0.571126249583957
EX_etoh(e),4.40162649297973
EX_for(e),16.6846100434125
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-10
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),-2.64426331934247
EX_h(e),33.8369826898252
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-1.74301069778441
EX_o2(e),-3
EX_pi(e),-1.17591209175827
EX_pyr(e),0
EX_succ(e),0
FBA,9.68203991690762
FBP,0
FORt2,0
FORti,16.6846100434125
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,0
GAPD,19.1502631055751
GLCpts,10
GLNS,0.0817355918837061
GLNabc,0
GLUDy,-1.6612751059007
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,2.64426331934247
ICDHyr,0.344874970994644
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,6
NADTRHD,0
NH4t,1.74301069778441
O2t,3
PDH,0
PFK,9.68203991690762
PFL,16.6846100434125
PGI,9.93447087862276
PGK,-19.1502631055751
PGL,0
PGM,-18.6720603466465
PIt2r,1.17591209175827
PPC,0.916001220578601
PPCK,0
PPS,0
PTAr,10.740108378962
PYK,7.59012660457075
PYRt2r,0
RPE,-0.22976747534614
RPI,-0.22976747534614
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,-0.0571861454360384
THD2,5.48082374656713
TKT1,-0.0571861454360384
TKT2,-0.172581329910101
TPI,9.68203991690762
