Var1,Var2
ACALD,0
ACALDt,0
ACKr,-20.7260733106811
ACONTa,0.303394381360409
ACONTb,0.303394381360409
ACt2r,-20.7260733106811
ADK1,2.12002061458534
AKGDH,0
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,9.5424044524133
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.281207138159615
CO2t,-16.0692641341663
CS,0.303394381360409
CYTBD,12
D-LACt2,0
ENO,-1.16821881405649
ETOHt2r,0
EX_ac(e),20.7260733106811
EX_acald(e),0
EX_akg(e),0
EX_co2(e),16.0692641341663
EX_etoh(e),0
EX_for(e),5.51167887651997
EX_fru(e),0
EX_fum(e),0
EX_glc(e),0
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),-6.88231058862376
EX_h(e),6.87876737868295
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-1.53336628295675
EX_o2(e),-6
EX_pi(e),-1.03447669914778
EX_pyr(e),-25
EX_succ(e),0
FBA,-0.279716740327369
FBP,0.279716740327369
FORt2,0
FORti,5.51167887651997
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,0
GAPD,-0.747532935369705
GLCpts,0
GLNS,0.0719046652274136
GLNabc,0
GLUDy,-1.46146161772934
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,6.88231058862376
ICDHyr,0.303394381360409
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,12
NADTRHD,0
NH4t,1.53336628295675
O2t,6
PDH,16.5716969279161
PFK,0
PFL,5.51167887651997
PGI,-0.0576474633227211
PGK,0.747532935369705
PGL,0
PGM,1.16821881405649
PIt2r,1.03447669914778
PPC,0.805827175110194
PPCK,0
PPS,2.12002061458534
PTAr,20.7260733106811
PYK,0
PYRt2r,25
RPE,-0.202131690909131
RPI,-0.202131690909131
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,-0.0503079570167552
THD2,4.82160571159858
TKT1,-0.0503079570167552
TKT2,-0.151823733892376
TPI,-0.279716740327369
