Var1,Var2
ACALD,0
ACALDt,0
ACKr,-1.02306133181876
ACONTa,2.53825954322348
ACONTb,2.53825954322348
ACt2r,-1.02306133181876
ADK1,0.476183675357489
AKGDH,2.13634519661339
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,12.5740561389951
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.101892342910406
CO2t,-8.61779773763872
CS,2.53825954322348
CYTBD,12
D-LACt2,0
ENO,-0.423291360152698
ETOHt2r,0
EX_ac(e),1.02306133181876
EX_acald(e),0
EX_akg(e),0
EX_co2(e),8.61779773763872
EX_etoh(e),0
EX_for(e),-0
EX_fru(e),0
EX_fum(e),0
EX_glc(e),0
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),4.36002232033528
EX_h(e),-1.93297826939852
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-0.555598567421859
EX_o2(e),-6
EX_pi(e),-0.374831361864511
EX_pyr(e),-5
EX_succ(e),0
FBA,-0.10135231349298
FBP,0.10135231349298
FORt2,0
FORti,0
FRD7,0
FRUpts2,0
FUM,2.42832789445744
FUMt2_2,0
G6PDH2r,0
GAPD,-0.270860415158731
GLCpts,0
GLNS,0.0260538720821907
GLNabc,0
GLUDy,-0.529544695339669
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,-4.36002232033528
ICDHyr,2.24627684537942
ICL,0.291982697844057
LDH_D,0
MALS,0.291982697844057
MALt2_2,0
MDH,2.7203105923015
ME1,0
ME2,0
NADH16,9.57167210554256
NADTRHD,0.389288895837282
NH4t,0.555598567421859
O2t,6
PDH,4.23517569564591
PFK,0
PFL,0
PGI,-0.0208879302966331
PGK,0.270860415158731
PGL,0
PGM,0.423291360152698
PIt2r,0.374831361864511
PPC,0
PPCK,0
PPS,0.476183675357489
PTAr,1.02306133181876
PYK,0
PYRt2r,5
RPE,-0.0732402160839995
RPI,-0.0732402160839995
SUCCt2_2,0
SUCCt3,0
SUCDi,2.42832789445744
SUCOAS,-2.13634519661339
TALA,-0.0182285401466716
THD2,0
TKT1,-0.0182285401466716
TKT2,-0.0550116759373279
TPI,-0.10135231349298
