Var1,Var2
ACALD,0
ACALDt,0
ACKr,-9.90567987898972
ACONTa,0.603159692029304
ACONTb,0.603159692029304
ACt2r,-9.90567987898972
ADK1,0
AKGDH,0
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,18.8063943583298
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.559050599712026
CO2t,-4.89467435067869
CS,0.603159692029304
CYTBD,20
D-LACt2,0
ENO,16.0799465123293
ETOHt2r,0
EX_ac(e),9.90567987898972
EX_acald(e),0
EX_akg(e),0
EX_co2(e),4.89467435067869
EX_etoh(e),0
EX_for(e),11.5032880952968
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-10
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),8.96702253922096
EX_h(e),32.6235230045097
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-3.04839111010973
EX_o2(e),-10
EX_pi(e),-2.05657944116063
EX_pyr(e),0
EX_succ(e),0
FBA,7.84632278717939
FBP,0
FORt2,0
FORti,11.5032880952968
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,4.79276874386118
GAPD,16.9162862094985
GLCpts,10
GLNS,0.142949238346365
GLNabc,0
GLUDy,-2.90544187176337
GLUN,0
GLUSy,0
GLUt2r,0
GND,4.79276874386118
H2Ot,-8.96702253922096
ICDHyr,0.603159692029304
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,20
NADTRHD,0
NH4t,3.04839111010973
O2t,10
PDH,1.10076131332298
PFK,7.84632278717939
PFL,11.5032880952968
PGI,5.09262588319786
PGK,-16.9162862094985
PGL,4.79276874386118
PGM,-16.0799465123293
PIt2r,2.05657944116063
PPC,1.60201539853478
PPCK,0
PPS,0
PTAr,9.90567987898972
PYK,4.18772794748398
PYRt2r,0
RPE,2.79333359150112
RPI,-1.99943515236006
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,1.49757542899858
THD2,0
TKT1,1.49757542899858
TKT2,1.29575816250254
TPI,7.84632278717939
