Var1,Var2
ACALD,0
ACALDt,0
ACKr,0
ACONTa,2.51103313275472
ACONTb,2.51103313275472
ACt2r,0
ADK1,0
AKGDH,2.32084740843739
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,17.9497933702304
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.176277434718071
CO2t,-12.4984256268551
CS,2.51103313275472
CYTBD,19.5892625691551
D-LACt2,0
ENO,-0.732309347049284
ETOHt2r,0
EX_ac(e),0
EX_acald(e),0
EX_akg(e),0
EX_co2(e),12.4984256268551
EX_etoh(e),0
EX_for(e),-0
EX_fru(e),0
EX_fum(e),0
EX_glc(e),0
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),8.78250097231544
EX_h(e),-6.4638746595555
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-0.9612055960307
EX_o2(e),-9.79463128457755
EX_pi(e),-0.648471799097372
EX_pyr(e),0
EX_succ(e),-5
FBA,-0.175343164314066
FBP,0.175343164314066
FORt2,0
FORti,0
FRD7,0
FRUpts2,0
FUM,7.32084740843739
FUMt2_2,0
G6PDH2r,0
GAPD,-0.468598304711049
GLCpts,0
GLNS,0.0450741400574109
GLNabc,0
GLUDy,-0.916131455973289
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,-8.78250097231544
ICDHyr,2.51103313275472
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,3.64980298877693
ME1,0
ME2,3.67104441966046
NADH16,12.2684151607177
NADTRHD,2.96942130467832
NH4t,0.9612055960307
O2t,9.79463128457755
PDH,3.17168570259111
PFK,0
PFL,0
PGI,-0.0361368741172046
PGK,0.468598304711049
PGL,0
PGM,0.732309347049284
PIt2r,0.648471799097372
PPC,0
PPCK,0.823814963411435
PPS,0
PTAr,0
PYK,0
PYRt2r,0
RPE,-0.12670822007535
RPI,-0.12670822007535
SUCCt2_2,5
SUCCt3,0
SUCDi,7.32084740843739
SUCOAS,-2.32084740843739
TALA,-0.031536033071063
THD2,0
TKT1,-0.031536033071063
TKT2,-0.0951721870042868
TPI,-0.175343164314066
