Var1,Var2
ACALD,0
ACALDt,0
ACKr,-18.7644814627957
ACONTa,1.07659836325003
ACONTb,1.07659836325003
ACt2r,-18.7644814627957
ADK1,2.07214934682112
AKGDH,0
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,16.6874713422313
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.365372969061042
CO2t,-21.9224076895315
CS,1.07659836325003
CYTBD,18
D-LACt2,0
ENO,-1.51786892537029
ETOHt2r,0
EX_ac(e),18.7644814627957
EX_acald(e),0
EX_akg(e),0
EX_co2(e),21.9224076895315
EX_etoh(e),0
EX_for(e),-0
EX_fru(e),0
EX_fum(e),0
EX_glc(e),0
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),-0.416069454640279
EX_h(e),1.09386322216017
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-1.99230572569605
EX_o2(e),-9
EX_pi(e),-1.34409754128485
EX_pyr(e),-25
EX_succ(e),0
FBA,-0.363436492325018
FBP,0.363436492325018
FORt2,0
FORti,0
FRD7,0
FRUpts2,0
FUM,0.682397466930074
FUMt2_2,0
G6PDH2r,0
GAPD,-0.971270963654967
GLCpts,0
GLNS,0.0934258681889083
GLNabc,0
GLUDy,-1.89887985750714
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,0.416069454640279
ICDHyr,0.394200896319958
ICL,0.682397466930074
LDH_D,0
MALS,0.682397466930074
MALt2_2,0
MDH,1.36479493386015
ME1,0
ME2,0
NADH16,17.3176025330699
NADTRHD,0
NH4t,1.99230572569605
O2t,9
PDH,21.8928221064228
PFK,0
PFL,0
PGI,-0.0749014586575135
PGK,0.971270963654967
PGL,0
PGM,1.51786892537029
PIt2r,1.34409754128485
PPC,0.36461531321125
PPCK,0
PPS,2.07214934682112
PTAr,18.7644814627957
PYK,0
PYRt2r,25
RPE,-0.262630090161077
RPI,-0.262630090161077
SUCCt2_2,0
SUCCt3,0
SUCDi,0.682397466930074
SUCOAS,0
TALA,-0.0653652241650204
THD2,6.26472146481753
TKT1,-0.0653652241650204
TKT2,-0.197264865996056
TPI,-0.363436492325018
