Var1,Var2
ACALD,0
ACALDt,0
ACKr,-5.43059782268744
ACONTa,2.57969550984752
ACONTb,2.57969550984752
ACt2r,-5.43059782268744
ADK1,0
AKGDH,2.04560144744292
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,34.2779226702793
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.495035742334417
CO2t,-28.0723108217128
CS,2.57969550984752
CYTBD,40
D-LACt2,0
ENO,-2.05652698437987
ETOHt2r,0
EX_ac(e),5.43059782268744
EX_acald(e),0
EX_akg(e),0
EX_co2(e),28.0723108217128
EX_etoh(e),0
EX_for(e),-0
EX_fru(e),0
EX_fum(e),0
EX_glc(e),0
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),16.6783491831737
EX_h(e),-14.6389851860842
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-2.69933089580111
EX_o2(e),-20
EX_pi(e),-1.82108798532563
EX_pyr(e),0
EX_succ(e),-15
FBA,-0.492412052900045
FBP,0.492412052900045
FORt2,0
FORti,0
FRD7,0
FRUpts2,0
FUM,17.0456014474429
FUMt2_2,0
G6PDH2r,0
GAPD,-1.31595351384758
GLCpts,0
GLNS,0.126580639314911
GLNabc,0
GLUDy,-2.5727502564862
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,-16.6783491831737
ICDHyr,2.57969550984752
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,5.77767590890209
ME1,0
ME2,11.2679255385408
NADH16,22.9543985525571
NADTRHD,4.82559464434359
NH4t,2.69933089580111
O2t,20
PDH,9.86558828765589
PFK,0
PFL,0
PGI,-0.101482327178556
PGK,1.31595351384758
PGL,0
PGM,2.05652698437987
PIt2r,1.82108798532563
PPC,0
PPCK,2.31350003822567
PPS,0
PTAr,5.43059782268744
PYK,0
PYRt2r,0
RPE,-0.355831691589979
RPI,-0.355831691589979
SUCCt2_2,15
SUCCt3,0
SUCDi,17.0456014474429
SUCOAS,-2.04560144744292
TALA,-0.0885618943036273
THD2,0
TKT1,-0.0885618943036273
TKT2,-0.267269797286352
TPI,-0.492412052900045
