Var1,Var2
ACALD,-6.98684575131763
ACALDt,0
ACKr,-9.24909297829486
ACONTa,0.267200427977832
ACONTb,0.267200427977832
ACt2r,-9.24909297829486
ADK1,0
AKGDH,0
AKGt2r,0
ALCD2x,-6.98684575131763
ATPM,8.39
ATPS4r,-3.70410233477193
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.247660050030431
CO2t,0.442494211389372
CS,0.267200427977832
CYTBD,2
D-LACt2,0
ENO,18.9711458541586
ETOHt2r,-6.98684575131763
EX_ac(e),9.24909297829486
EX_acald(e),0
EX_akg(e),0
EX_co2(e),-0.442494211389372
EX_etoh(e),6.98684575131763
EX_for(e),17.4313194930944
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-10
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),-5.62528509426534
EX_h(e),31.6484730749997
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-1.35044072080594
EX_o2(e),-1
EX_pi(e),-0.911067026046943
EX_pyr(e),0
EX_succ(e),0
FBA,9.75365254823473
FBP,0
FORt2,0
FORti,17.4313194930944
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,0
GAPD,19.3416452890041
GLCpts,10
GLNS,0.0633266747927813
GLNabc,0
GLUDy,-1.28711404601316
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,5.62528509426534
ICDHyr,0.267200427977832
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,2
NADTRHD,0
NH4t,1.35044072080594
O2t,1
PDH,0
PFK,9.75365254823473
PFL,17.4313194930944
PGI,9.94922968974376
PGK,-19.3416452890041
PGL,0
PGM,-18.9711458541586
PIt2r,0.911067026046943
PPC,0.709694639367204
PPCK,0
PPS,0
PTAr,9.24909297829486
PYK,8.13289088282058
PYRt2r,0
RPE,-0.178018043961874
RPI,-0.178018043961874
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,-0.0443063829504442
THD2,4.24640398382678
TKT1,-0.0443063829504442
TKT2,-0.13371166101143
TPI,9.75365254823473
