Var1,Var2
ACALD,0
ACALDt,0
ACKr,0
ACONTa,8.55205102413181
ACONTb,8.55205102413181
ACt2r,0
ADK1,2.13418544036817
AKGDH,6.75072982981242
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,34.5515935398299
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.45666654691834
CO2t,-25.5663267626166
CS,8.55205102413181
CYTBD,35.0767491354486
D-LACt2,0
ENO,-1.89712983586286
ETOHt2r,0
EX_ac(e),0
EX_acald(e),0
EX_akg(e),0
EX_co2(e),25.5663267626166
EX_etoh(e),0
EX_for(e),-0
EX_fru(e),0
EX_fum(e),0
EX_glc(e),0
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),13.8928685569885
EX_h(e),-5.83926906881807
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-2.49011134703632
EX_o2(e),-17.5383745677243
EX_pi(e),-1.67993922614849
EX_pyr(e),-15
EX_succ(e),0
FBA,-0.454246214219673
FBP,0.454246214219673
FORt2,0
FORti,0
FRD7,0
FRUpts2,0
FUM,8.05935348666161
FUMt2_2,0
G6PDH2r,0
GAPD,-1.21395668167302
GLCpts,0
GLNS,0.11676963604702
GLNabc,0
GLUDy,-2.3733417109893
GLUN,0
GLUSy,0
GLUt2r,0
GND,0
H2Ot,-13.8928685569885
ICDHyr,7.24342736728262
ICL,1.30862365684919
LDH_D,0
MALS,1.30862365684919
MALt2_2,0
MDH,9.36797714351081
ME1,0
ME2,0
NADH16,27.017395648787
NADTRHD,0
NH4t,2.49011134703632
O2t,17.5383745677243
PDH,11.5721695655216
PFK,0
PFL,0
PGI,-0.0936166421182597
PGK,1.21395668167302
PGL,0
PGM,1.89712983586286
PIt2r,1.67993922614849
PPC,0
PPCK,0
PPS,2.13418544036817
PTAr,0
PYK,0
PYRt2r,15
RPE,-0.328251913924903
RPI,-0.328251913924903
SUCCt2_2,0
SUCCt3,0
SUCDi,8.05935348666161
SUCOAS,-6.75072982981242
TALA,-0.0816976452436911
THD2,1.07932045030413
TKT1,-0.0816976452436911
TKT2,-0.246554268681212
TPI,-0.454246214219673
