Var1,Var2
ACALD,0
ACALDt,0
ACKr,-57.2036866597756
ACONTa,2.05817580630267
ACONTb,2.05817580630267
ACt2r,-57.2036866597756
ADK1,0
AKGDH,0
AKGt2r,0
ALCD2x,0
ATPM,8.39
ATPS4r,27.1294931292616
Biomass_Ecoli_core_N(w/GAM)-Nmet2,1.90766132755832
CO2t,-7.99974946603952
CS,2.05817580630267
CYTBD,48
D-LACt2,0
ENO,48.2722798935952
ETOHt2r,0
EX_ac(e),57.2036866597756
EX_acald(e),0
EX_akg(e),0
EX_co2(e),7.99974946603952
EX_etoh(e),0
EX_for(e),66.4113955895013
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-30
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),-8.10408235949467
EX_h(e),131.882768480097
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-10.40209568691
EX_o2(e),-24
EX_pi(e),-7.01771372568879
EX_pyr(e),-30
EX_succ(e),0
FBA,24.2997266241484
FBP,0
FORt2,0
FORti,66.4113955895013
FRD7,0
FRUpts2,0
FUM,0
FUMt2_2,0
G6PDH2r,11.408167959988
GAPD,51.1261412396224
GLCpts,30
GLNS,0.487789001456662
GLNabc,0
GLUDy,-9.91430668545334
GLUN,0
GLUSy,0
GLUt2r,0
GND,11.408167959988
H2Ot,8.10408235949467
ICDHyr,2.05817580630267
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,0
ME1,0
ME2,0
NADH16,48
NADTRHD,0
NH4t,10.40209568691
O2t,24
PDH,0
PFK,24.2997266241484
PFL,66.4113955895013
PGI,18.2007614678626
PGK,-51.1261412396224
PGL,11.408167959988
PGM,-48.2722798935952
PIt2r,7.01771372568879
PPC,5.46659430025112
PPCK,0
PPS,0
PTAr,57.2036866597756
PYK,11.8154185982085
PYRt2r,30
RPE,6.23421834440973
RPI,-5.17394961557824
SUCCt2_2,0
SUCCt3,0
SUCDi,0
SUCOAS,0
TALA,3.46144204182914
THD2,9.89261596847176
TKT1,3.46144204182914
TKT2,2.77277630258058
TPI,24.2997266241484
